80	80	80	472
10	162
16	163
11	164
2	165
12	166
13	167
14	168
15	169
17	170
18	171
19	172
20	173
21	174
22	175
23	176
24	177
3	178
1	179
25	180
26	181
27	182
28	183
29	184
30	185
31	186
32	187
33	188
34	189
35	190
36	191
8	192
37	193
38	194
39	195
40	196
41	197
42	198
43	199
44	200
44	92
10	85
11	88
12	93
13	89
14	90
8	102
15	91
16	94
17	86
18	95
19	87
20	103
21	96
22	97
23	104
38	105
24	98
25	83
26	106
27	99
28	100
9	101
2	107
3	135
4	84
5	136
6	108
7	109
29	110
30	121
31	128
32	81
33	80
34	82
35	124
36	115
37	146
39	122
40	141
92	162
84	163
88	164
89	165
93	166
85	167
90	168
94	169
102	170
103	171
91	172
104	173
82	174
95	175
105	176
96	177
106	178
97	179
98	180
99	181
107	182
108	183
100	184
101	185
86	186
109	187
87	188
110	189
111	190
112	191
83	192
80	193
81	194
123	195
154	196
129	197
150	198
140	199
124	200
0	1
1	2
1	3
0	3
3	4
0	5
3	5
1	6
2	7
0	7
1	8
5	9
7	9
7	10
8	11
9	11
7	12
1	13
9	13
7	14
0	15
4	15
3	16
6	17
7	17
6	18
9	19
1	19
9	20
5	21
20	21
12	22
16	23
8	23
14	24
21	25
11	25
6	26
5	27
15	27
10	28
9	29
28	29
10	30
17	31
15	31
4	32
19	33
9	33
3	34
16	35
21	35
33	36
20	37
13	37
29	38
18	39
30	39
30	40
10	41
25	41
9	42
37	43
8	43
39	44
28	45
32	45
8	46
2	47
8	47
1	48
1	49
32	49
11	50
16	51
19	51
48	52
29	53
36	53
38	54
9	55
41	55
48	56
23	57
50	57
28	58
54	59
15	59
37	60
55	61
8	61
43	62
24	63
21	63
31	64
9	65
15	65
63	66
44	67
25	67
13	68
65	69
54	69
69	70
2	71
59	71
15	72
58	73
20	73
2	74
41	75
37	75
41	76
31	77
40	77
75	78
57	79
50	79
80	81
80	82
82	83
80	83
81	84
84	85
80	85
84	86
83	87
84	87
81	88
82	89
86	89
84	90
87	91
82	91
90	92
84	93
91	93
87	94
89	95
88	95
84	96
86	97
92	97
91	98
87	99
80	99
88	100
88	101
87	101
85	102
83	103
95	103
91	104
85	105
95	105
94	106
101	107
83	107
96	108
106	109
101	109
82	110
109	111
102	111
91	112
88	113
91	113
98	114
109	115
101	115
106	116
115	117
95	117
81	118
85	119
97	119
93	120
81	121
99	121
84	122
98	123
91	123
122	124
89	125
90	125
90	126
111	127
89	127
114	128
102	129
99	129
118	130
120	131
99	131
101	132
124	133
112	133
89	134
106	135
123	135
87	136
86	137
134	137
89	138
127	139
112	139
122	140
104	141
137	141
101	142
86	143
128	143
83	144
116	145
114	145
103	146
131	147
100	147
145	148
122	149
136	149
144	150
101	151
117	151
144	152
126	153
82	153
98	154
125	155
127	155
83	156
87	157
126	157
114	158
148	159
153	159
160	161
161	162
160	163
161	163
161	164
164	165
160	165
161	166
161	167
166	167
167	168
160	169
165	169
164	170
169	171
160	171
171	172
167	173
171	173
161	174
160	175
172	175
166	176
166	177
162	177
164	178
168	179
163	179
171	180
160	181
164	181
178	182
178	183
166	183
180	184
172	185
165	185
178	186
180	187
163	187
164	188
167	189
161	189
161	190
161	191
164	191
161	192
178	193
181	193
183	194
162	195
172	195
167	196
180	197
191	197
177	198
196	199
165	199
187	200
172	201
168	201
180	202
168	203
198	203
165	204
163	205
186	205
199	206
161	207
205	207
190	208
184	209
181	209
182	210
195	211
176	211
181	212
171	213
187	213
197	214
191	215
210	215
210	216
216	217
183	217
161	218
177	219
175	219
207	220
174	221
161	221
165	222
192	223
178	223
187	224
224	225
221	225
161	226
162	227
174	227
186	228
167	229
160	229
191	230
161	231
211	231
202	232
185	233
211	233
177	234
187	235
224	235
234	236
165	237
190	237
180	238
216	239
209	239
