100	100	100	511
1	228
8	206
0	207
9	229
5	230
10	208
11	231
24	200
12	232
25	204
6	205
22	233
13	234
14	235
15	236
20	237
16	238
17	239
18	240
19	210
21	241
23	242
8	111
6	124
9	123
10	120
0	113
11	129
43	105
12	104
13	106
14	122
15	109
16	130
17	114
18	121
19	117
20	112
5	102
21	115
22	107
23	101
24	108
25	168
26	125
27	116
28	126
112	204
114	228
124	229
120	230
115	231
111	205
125	232
129	233
113	234
154	235
126	238
105	236
106	237
107	239
116	240
123	241
104	242
136	243
108	202
121	244
0	1
0	2
2	3
1	3
2	4
1	5
0	5
0	6
4	7
5	7
0	8
2	9
4	9
7	10
3	11
7	11
7	12
2	13
8	13
5	14
8	15
4	15
4	16
0	17
7	17
3	18
5	19
1	19
14	20
12	21
19	21
18	22
4	23
21	23
23	24
12	25
0	25
4	26
22	27
2	27
18	28
23	29
7	29
8	30
17	31
10	31
18	32
7	33
23	33
0	34
30	35
21	35
32	36
0	37
32	37
10	38
29	39
22	39
12	40
38	41
33	41
40	42
27	43
19	43
20	44
31	45
39	45
14	46
13	47
18	47
5	48
19	49
22	49
25	50
39	51
37	51
19	52
20	53
36	53
9	54
2	55
38	55
19	56
19	57
11	57
31	58
49	59
8	59
58	60
43	61
27	61
54	62
48	63
23	63
53	64
42	65
22	65
53	66
36	67
47	67
64	68
8	69
59	69
6	70
36	71
45	71
66	72
62	73
26	73
46	74
5	75
29	75
10	76
6	77
4	77
6	78
54	79
12	79
70	80
78	81
77	81
42	82
31	83
26	83
33	84
79	85
30	85
84	86
79	87
6	87
5	88
1	89
18	89
74	90
74	91
34	91
20	92
59	93
75	93
90	94
7	95
89	95
93	96
7	97
48	97
42	98
32	99
56	99
100	101
100	102
102	103
101	103
103	104
104	105
102	105
101	106
102	107
106	107
107	108
105	109
100	109
108	110
110	111
106	111
103	112
112	113
103	113
111	114
111	115
109	115
108	116
114	117
105	117
109	118
104	119
110	119
113	120
106	121
119	121
111	122
122	123
121	123
107	124
104	125
100	125
114	126
110	127
101	127
122	128
110	129
112	129
112	130
116	131
128	131
119	132
123	133
113	133
126	134
129	135
116	135
121	136
117	137
104	137
108	138
123	139
121	139
101	140
119	141
127	141
133	142
122	143
105	143
114	144
127	145
132	145
124	146
131	147
111	147
123	148
147	149
127	149
137	150
144	151
148	151
129	152
114	153
139	153
117	154
116	155
128	155
128	156
129	157
111	157
122	158
110	159
115	159
133	160
145	161
122	161
154	162
150	163
129	163
113	164
126	165
106	165
161	166
108	167
144	167
118	168
109	169
162	169
104	170
112	171
163	171
152	172
113	173
154	173
113	174
103	175
112	175
170	176
119	177
110	177
176	178
114	179
116	179
150	180
172	181
157	181
150	182
176	183
104	183
156	184
135	185
125	185
128	186
135	187
103	187
147	188
100	189
123	189
162	190
117	191
189	191
128	192
173	193
143	193
111	194
159	195
155	195
123	196
146	197
123	197
194	198
184	199
153	199
200	201
200	202
202	203
200	203
201	204
204	205
202	205
203	206
201	207
203	207
206	208
201	209
203	209
206	210
201	211
205	211
200	212
202	213
208	213
205	214
203	215
210	215
209	216
202	217
201	217
201	218
213	219
217	219
202	220
208	221
202	221
214	222
222	223
209	223
223	224
204	225
214	225
225	226
206	227
225	227
213	228
228	229
227	229
227	230
227	231
217	231
231	232
215	233
206	233
230	234
214	235
227	235
216	236
233	237
228	237
237	238
230	239
216	239
227	240
236	241
223	241
231	242
234	243
203	243
236	244
241	245
204	245
235	246
218	247
205	247
221	248
238	249
244	249
233	250
237	251
209	251
244	252
237	253
208	253
234	254
238	255
228	255
236	256
220	257
242	257
251	258
205	259
252	259
227	260
227	261
247	261
246	262
205	263
218	263
226	264
244	265
205	265
230	266
213	267
246	267
237	268
229	269
228	269
229	270
255	271
245	271
254	272
230	273
254	273
210	274
268	275
227	275
267	276
255	277
202	277
239	278
236	279
209	279
255	280
218	281
232	281
250	282
259	283
282	283
204	284
220	285
265	285
256	286
200	287
205	287
203	288
258	289
267	289
237	290
210	291
251	291
229	292
220	293
221	293
236	294
220	295
227	295
230	296
278	297
280	297
207	298
275	299
280	299
