100	100	100	669
3	202
4	204
5	205
6	203
8	206
9	207
7	208
10	209
11	210
12	211
13	212
14	213
15	214
16	215
17	216
18	217
19	218
20	219
21	220
22	221
23	222
24	223
25	224
26	225
27	226
28	227
29	228
30	229
31	230
32	231
33	232
34	233
35	234
36	235
37	236
38	237
39	238
40	239
41	240
42	241
2	242
43	243
74	244
50	245
44	246
60	247
58	248
51	249
45	201
46	200
47	257
48	296
49	259
52	264
59	260
53	276
54	265
55	286
56	297
57	278
61	295
62	279
63	256
64	269
65	261
66	270
72	287
0	262
1	253
76	273
92	299
77	284
78	258
79	263
67	280
3	118
4	105
13	104
17	100
8	146
5	142
6	116
7	147
28	143
9	148
10	108
11	149
12	136
14	150
15	151
16	117
18	120
19	152
20	109
21	130
22	114
23	107
24	144
25	113
26	153
27	103
29	121
30	110
31	154
73	145
32	126
33	155
34	156
35	106
36	122
37	140
38	111
39	115
40	101
41	139
42	157
2	158
43	112
44	159
45	141
46	102
47	160
50	119
48	127
49	138
51	124
52	134
53	161
54	131
55	170
56	128
57	188
58	168
67	174
59	137
60	186
61	189
62	192
90	135
63	129
64	162
65	163
66	132
68	183
69	164
70	171
71	165
72	181
80	187
74	133
105	202
106	203
146	204
139	205
107	206
108	207
142	208
109	209
110	210
111	211
112	212
113	213
114	214
115	215
101	216
116	217
121	218
100	219
117	220
118	221
119	222
120	200
122	201
123	256
124	233
125	225
126	241
147	279
127	293
148	274
128	226
129	238
130	259
131	232
132	243
149	244
133	245
134	223
150	234
135	229
136	252
137	275
138	246
140	269
141	284
103	224
143	235
144	287
145	247
151	236
152	251
153	248
154	230
155	278
156	271
157	249
158	227
159	237
160	270
161	257
162	228
163	250
164	239
165	253
166	254
167	258
168	255
169	260
170	261
171	268
172	262
173	231
174	282
175	242
176	288
0	1
1	2
1	3
0	3
2	4
4	5
3	5
5	6
5	7
1	7
2	8
3	9
8	9
8	10
1	11
0	11
7	12
8	13
12	13
6	14
2	15
12	15
7	16
13	17
12	17
9	18
15	19
17	19
8	20
2	21
12	21
20	22
15	23
16	23
6	24
16	25
1	25
25	26
20	27
13	27
27	28
8	29
13	29
2	30
16	31
1	31
5	32
13	33
2	33
8	34
2	35
26	35
11	36
3	37
16	37
36	38
6	39
24	39
4	40
30	41
12	41
35	42
24	43
2	43
4	44
4	45
7	45
37	46
43	47
7	47
35	48
7	49
31	49
4	50
18	51
20	51
37	52
27	53
52	53
15	54
25	55
48	55
34	56
10	57
54	57
7	58
49	59
30	59
59	60
52	61
49	61
60	62
2	63
26	63
18	64
50	65
17	65
30	66
64	67
16	67
56	68
58	69
68	69
49	70
56	71
9	71
57	72
15	73
26	73
39	74
70	75
15	75
7	76
55	77
3	77
75	78
16	79
45	79
76	80
80	81
72	81
5	82
27	83
26	83
12	84
38	85
79	85
21	86
4	87
82	87
5	88
27	89
2	89
5	90
75	91
24	91
58	92
66	93
32	93
19	94
40	95
7	95
48	96
68	97
47	97
10	98
95	99
31	99
100	101
100	102
100	103
101	103
103	104
100	105
103	105
104	106
102	107
104	107
103	108
107	109
104	109
105	110
105	111
108	111
102	112
107	113
111	113
113	114
107	115
105	115
101	116
115	117
106	117
100	118
108	119
115	119
108	120
116	121
104	121
105	122
118	123
109	123
102	124
113	125
116	125
104	126
101	127
112	127
110	128
117	129
128	129
126	130
109	131
117	131
104	132
129	133
127	133
118	134
100	135
126	135
111	136
117	137
131	137
133	138
125	139
120	139
138	140
117	141
119	141
141	142
120	143
136	143
118	144
115	145
142	145
104	146
137	147
138	147
145	148
106	149
124	149
119	150
147	151
106	151
151	152
128	153
145	153
123	154
124	155
107	155
126	156
106	157
122	157
106	158
144	159
141	159
121	160
151	161
158	161
128	162
139	163
124	163
137	164
102	165
141	165
141	166
157	167
120	167
129	168
140	169
148	169
112	170
142	171
133	171
143	172
101	173
121	173
119	174
118	175
135	175
125	176
113	177
169	177
159	178
132	179
100	179
113	180
104	181
169	181
138	182
174	183
138	183
145	184
133	185
157	185
152	186
117	187
145	187
112	188
154	189
125	189
179	190
106	191
182	191
104	192
163	193
143	193
145	194
144	195
105	195
120	196
145	197
141	197
143	198
118	199
176	199
200	201
201	202
201	203
200	203
200	204
200	205
203	205
204	206
201	207
203	207
201	208
201	209
206	209
205	210
209	211
207	211
209	212
202	213
201	213
210	214
212	215
207	215
214	216
203	217
207	217
210	218
214	219
209	219
205	220
220	221
213	221
201	222
213	223
203	223
221	224
205	225
201	225
215	226
212	227
200	227
206	228
211	229
222	229
219	230
218	231
228	231
231	232
203	233
206	233
207	234
231	235
200	235
221	236
200	237
207	237
232	238
203	239
208	239
226	240
203	241
211	241
232	242
237	243
209	243
215	244
202	245
207	245
242	246
213	247
217	247
203	248
240	249
229	249
223	250
203	251
200	251
250	252
242	253
227	253
216	254
242	255
210	255
215	256
242	257
224	257
201	258
258	259
228	259
218	260
212	261
220	261
259	262
213	263
201	263
254	264
244	265
258	265
207	266
230	267
261	267
234	268
247	269
224	269
242	270
255	271
213	271
212	272
243	273
218	273
206	274
220	275
205	275
203	276
201	277
221	277
232	278
210	279
272	279
268	280
208	281
233	281
214	282
256	283
278	283
224	284
264	285
277	285
266	286
228	287
231	287
227	288
255	289
258	289
273	290
268	291
260	291
243	292
272	293
214	293
217	294
203	295
228	295
286	296
251	297
206	297
215	298
232	299
226	299
